,city,lat,long,max temp,humidity,cloudiness,wind speed,country,date
357,Ankazoabo,-22.2833,44.5167,73.49,84,20,4.41,MG,1609884719
358,Yangi Marg`ilon,40.4272,71.7189,23.0,79,90,6.93,UZ,1609884719
359,St. George's,12.0564,-61.7485,82.4,74,40,11.41,GD,1609884719
360,Shubarshi,48.5872,57.1869,1.45,83,78,5.48,KZ,1609884719
361,Mehamn,71.0357,27.8492,35.6,93,75,16.11,NO,1609884433
362,Kano,12.0001,8.5167,71.6,37,0,3.36,NG,1609884719
363,Jacareacanga,-6.2222,-57.7528,80.4,79,81,3.71,BR,1609884719
364,Takoradze,4.8845,-1.7554,79.65,86,99,9.35,GH,1609884719
365,Isangel,-19.55,169.2667,82.4,78,84,15.05,VU,1609884719
366,Kuusamo,65.9667,29.1833,15.8,92,90,2.24,FI,1609884719
367,Portland,45.5234,-122.6762,50.0,66,90,9.17,US,1609884235
368,Mercedes,-34.6515,-59.4307,81.0,97,80,1.99,AR,1609884720
369,Palmer,42.1584,-72.3287,37.4,64,90,11.41,US,1609884720
370,San Patricio,28.017,-97.5169,75.2,69,40,13.87,US,1609884720
371,Mount Gambier,-37.8333,140.7667,57.2,71,90,13.87,AU,1609884720
372,Point Pleasant,40.0832,-74.0682,39.99,70,90,6.93,US,1609884522
373,Calama,-22.4667,-68.9333,71.6,30,40,25.28,CL,1609884720
374,Boyolangu,-8.1181,111.8935,75.24,84,100,3.04,ID,1609884720
375,Laguna,38.421,-121.4238,57.99,81,1,6.24,US,1609884467
376,Sulangan,11.1373,123.7228,81.61,77,77,14.29,PH,1609884720
377,Benghazi,32.1167,20.0667,59.18,50,97,5.14,LY,1609884427
378,Paamiut,61.994,-49.6678,28.13,95,100,11.7,GL,1609884721
379,Pagudpud,18.5616,120.7868,75.2,78,20,6.93,PH,1609884721
380,Baculin,7.4525,126.5842,77.14,81,91,6.58,PH,1609884721
381,Nuevo Casas Grandes,30.4167,-107.9167,66.0,17,98,5.01,MX,1609884721
382,Malakal,9.5334,31.6605,77.85,23,0,6.6,SS,1609884721
383,Laas,46.6166,10.7002,36.0,79,75,2.24,IT,1609884721
384,Uyuni,-20.4597,-66.825,61.66,27,97,14.9,BO,1609884721
385,Shelburne,44.0787,-80.2041,32.0,91,100,2.91,CA,1609884469
386,Khuzhir,53.1939,107.3397,-13.47,87,100,10.98,RU,1609884721
387,Fare,-16.7,-151.0167,81.45,71,64,10.74,PF,1609884721
388,Port Blair,11.6667,92.75,78.89,83,0,9.22,IN,1609884721
389,Arlit,18.7369,7.3853,78.84,17,0,8.72,NE,1609884722
390,Caravelas,-17.7125,-39.2481,76.44,80,4,6.55,BR,1609884722
391,San Jeronimito,17.55,-101.3333,86.0,66,5,9.17,MX,1609884722
392,Kaitangata,-46.2817,169.8464,61.0,76,4,5.99,NZ,1609884722
393,Vrangel',42.7297,133.0839,5.83,82,12,9.1,RU,1609884722
394,Lázaro Cárdenas,17.9583,-102.2,82.2,63,0,9.98,MX,1609884722
395,Ajdabiya,30.7554,20.2263,57.0,47,100,7.09,LY,1609884565
396,Okakarara,-20.5833,17.4333,71.15,68,70,7.02,NA,1609884722
397,Owando,-0.4819,15.8999,74.16,82,85,3.22,CG,1609884722
398,Aklavik,68.2191,-135.0107,-16.6,75,100,3.69,CA,1609884722
399,Kortkeros,61.8106,51.5806,17.6,100,90,6.71,RU,1609884722
400,Jumla,29.2747,82.1838,38.44,72,66,4.94,NP,1609884723
401,Aksha,50.2814,113.2867,-21.87,68,10,11.63,RU,1609884723
402,Paldiski,59.3567,24.0531,30.0,81,66,11.41,EE,1609884723
403,Nyborg,55.3127,10.7896,36.0,80,100,8.05,DK,1609884723
404,Moree,-29.4667,149.85,78.8,69,40,8.05,AU,1609884723
405,Coahuayana Viejo,18.7333,-103.6833,82.4,48,40,11.41,MX,1609884723
406,Juneau,58.3019,-134.4197,41.0,65,90,14.99,US,1609884723
407,Ilongero,-4.6667,34.8667,63.07,92,100,4.59,TZ,1609884723
408,Katherine,-14.4667,132.2667,80.6,78,62,3.58,AU,1609884723
409,Bogandé,12.9714,-0.1436,78.8,17,0,8.23,BF,1609884724
410,Chinchani,19.8667,72.7,71.19,50,1,16.22,IN,1609884724
411,Almenara,-16.1836,-40.6944,74.88,87,38,3.94,BR,1609884724
412,Englewood,39.6478,-104.9878,48.99,29,75,23.04,US,1609884724
413,Atar,20.5169,-13.0499,70.92,37,100,2.06,MR,1609884724
414,Los Llanos de Aridane,28.6585,-17.9182,68.0,77,90,3.36,ES,1609884724
415,Saint Paul Harbor,57.79,-152.4072,39.2,86,90,25.28,US,1609884724
416,Middle Island,40.8843,-72.9373,39.2,60,1,5.82,US,1609884724
417,Gävle,60.6745,17.1417,26.01,92,98,1.01,SE,1609884724
418,Nakapiripirit,1.9167,34.7833,69.26,59,0,6.78,UG,1609884724
419,Luganville,-15.5333,167.1667,82.4,83,75,2.28,VU,1609884724
420,Sovetskiy,61.3614,63.5842,-14.24,90,100,5.57,RU,1609884724
421,Homer,59.6425,-151.5483,36.0,86,20,10.29,US,1609884725
422,Nador,35.174,-2.9287,50.0,87,20,1.12,MA,1609884426
423,San Miguel de Cozumel,20.5083,-86.9458,78.8,65,75,14.99,MX,1609884725
424,Sept-Îles,50.2001,-66.3821,24.8,79,97,5.82,CA,1609884568
425,Vila Velha,-20.3297,-40.2925,80.6,74,20,19.46,BR,1609884725
426,Alghero,40.5589,8.3181,44.6,81,20,8.05,IT,1609884725
427,Shimoda,34.6667,138.95,39.0,70,100,1.99,JP,1609884725
428,Sai Buri,6.7013,101.6168,77.49,87,63,13.18,TH,1609884725
429,Merauke,-8.4667,140.3333,78.4,88,98,9.22,ID,1609884725
430,Kloulklubed,7.0419,134.2556,78.8,88,75,5.82,PW,1609884725
431,Locri,38.2414,16.2623,55.4,66,100,13.87,IT,1609884725
432,Giohar,2.7809,45.5005,72.03,65,35,15.7,SO,1609884725
433,Aswān,24.0934,32.907,64.27,29,0,8.77,EG,1609884725
434,Chara,56.9064,118.2631,-35.95,69,18,0.36,RU,1609884725
435,Zhezkazgan,47.8043,67.7144,-5.37,85,0,8.61,KZ,1609884726
436,Churapcha,62.0025,132.4325,-43.29,79,100,0.58,RU,1609884726
437,Bakchar,57.0186,82.0711,-20.7,87,0,3.31,RU,1609884726
438,Florø,61.5996,5.0328,30.2,74,0,8.05,NO,1609884726
439,Douentza,14.9951,-2.9517,72.68,21,0,4.94,ML,1609884726
440,Gorahun,7.4661,-11.2375,74.21,94,10,2.08,SL,1609884726
441,Matara,5.9485,80.5353,75.2,89,44,5.59,LK,1609884670
442,Waterfoot,53.6929,-2.2525,35.01,94,100,7.11,GB,1609884726
443,Aiquile,-18.2041,-65.1807,61.65,78,100,4.72,BO,1609884726
444,Ferme-Neuve,46.7001,-75.4493,30.2,80,98,5.82,CA,1609884726
445,Adrar,20.5022,-10.0711,68.97,35,100,2.77,MR,1609884727
446,Jalu,29.0331,21.5482,56.88,61,80,6.76,LY,1609884727
447,Finschhafen,-6.6024,147.8681,83.89,68,79,2.71,PG,1609884727
448,Sciacca,37.5082,13.0881,48.0,79,100,7.0,IT,1609884727
449,College,64.8569,-147.8028,0.0,69,40,2.57,US,1609884727
450,Comodoro Rivadavia,-45.8667,-67.5,73.4,40,0,26.4,AR,1609884727
451,San Andrés,12.5847,-81.7006,84.2,62,75,6.93,CO,1609884603
452,Terre Haute,39.4667,-87.4139,37.4,74,75,5.82,US,1609884727
453,Marawi,7.9986,124.2928,73.99,91,74,5.99,PH,1609884727
454,Mwanza,-2.5167,32.9,71.6,83,75,5.64,TZ,1609884727
455,Thap Than,15.4606,99.8917,75.0,86,2,2.17,TH,1609884727
456,Talara,-4.5772,-81.2719,70.45,78,12,11.97,PE,1609884727
457,Nuuk,64.1835,-51.7216,28.4,86,75,16.11,GL,1609884671
458,Cabedelo,-6.9811,-34.8339,80.6,74,20,14.99,BR,1609884728
459,Aripuanã,-9.1667,-60.6333,78.75,90,53,2.39,BR,1609884728
460,Heraclea,37.5133,34.0467,43.47,65,43,2.59,TR,1609884728
461,Quelimane,-17.8786,36.8883,82.4,78,20,6.93,MZ,1609884728
462,Zoutleeuw,50.8332,5.1038,36.0,93,100,6.93,BE,1609884728
463,Valvedditturai,9.8167,80.1667,77.97,90,35,6.69,LK,1609884728
464,Arrondissement de Pontivy,48.0,-3.0,37.4,86,90,5.82,FR,1609884728
465,Mathbaria,22.2876,89.9593,65.25,58,2,2.48,BD,1609884728
466,Amapá,1.0,-52.0,74.08,93,87,3.85,BR,1609884728
467,Balkanabat,39.5108,54.3671,36.09,80,30,6.02,TM,1609884728
468,Aksu,41.1231,80.2644,11.7,89,100,2.64,CN,1609884728
469,Te Anau,-45.4167,167.7167,55.65,93,100,0.29,NZ,1609884729
470,Lebowakgomo,-24.2,29.5,73.4,82,0,6.93,ZA,1609884729
471,Kolondiéba,11.0882,-6.8926,79.0,18,0,4.25,ML,1609884729
472,Kisiwani,-4.1333,37.95,69.6,84,62,1.54,TZ,1609884729
473,Gao,16.6362,1.637,78.46,17,0,7.87,ML,1609884729
474,Puebla,18.8333,-98.0,68.0,32,40,14.99,MX,1609884553
475,Zhangaözen,43.3,52.8,23.52,87,0,16.75,KZ,1609884730
476,Bāndarban,22.1965,92.2262,60.71,74,7,2.26,BD,1609884559
477,Qaryat Sulūq,31.6682,20.2521,55.15,52,99,5.44,LY,1609884730
478,Burdur,37.7203,30.2908,41.0,100,40,2.24,TR,1609884730
479,Flinders,-34.5833,150.8552,71.01,77,78,4.0,AU,1609884730
480,Saint-Joseph,-21.3667,55.6167,77.0,73,90,5.82,RE,1609884730
481,Berezovyy,51.6667,135.7,-19.25,79,50,2.98,RU,1609884730
482,Bonavista,48.6499,-53.1147,36.0,95,100,9.17,CA,1609884730
483,Christchurch,-43.5333,172.6333,68.0,72,71,8.05,NZ,1609884539
484,Outram,1.2829,103.8379,78.8,94,75,3.36,MY,1609884730
485,Manokwari,-0.8667,134.0833,79.29,79,100,5.41,ID,1609884730
486,El Fuerte,26.4189,-108.6194,81.86,16,100,5.79,MX,1609884730
487,Tanabe,33.7333,135.3667,43.27,72,94,17.34,JP,1609884730
488,Anjiang,27.3194,110.1031,38.12,77,82,2.91,CN,1609884730
489,Nichinan,31.6,131.3667,37.4,64,75,10.29,JP,1609884730
490,Ratnagiri,16.9833,73.3,77.34,74,87,9.04,IN,1609884731
491,Qasigiannguit,68.8193,-51.1922,14.0,72,100,9.17,GL,1609884731
492,Garoowe,8.4054,48.4845,66.4,59,0,12.77,SO,1609884731
493,Vangaindrano,-23.35,47.6,74.84,90,100,7.58,MG,1609884731
494,Ishigaki,24.3448,124.1572,62.6,88,75,17.22,JP,1609884496
495,Tonstad,58.6626,6.7169,27.0,82,0,5.1,NO,1609884731
496,Harper,4.375,-7.7169,79.27,84,84,9.95,LR,1609884731
497,Vallenar,-28.5708,-70.7581,78.3,38,0,7.54,CL,1609884731
498,Glace Bay,46.1969,-59.957,33.01,92,90,20.8,CA,1609884731
499,Hirara,24.8,125.2833,64.4,77,75,14.99,JP,1609884731
500,Dzaoudzi,-12.7887,45.2699,78.8,88,0,4.7,YT,1609884731
501,Kolvereid,64.8655,11.6047,19.4,85,0,13.87,NO,1609884731
502,Hobyo,5.3505,48.5268,74.66,70,1,20.29,SO,1609884732
503,Mitsamiouli,-11.3847,43.2844,82.18,73,9,10.63,KM,1609884732
504,Bara,10.3744,10.7288,78.62,17,2,10.07,NG,1609884732
505,Sibolga,1.7427,98.7792,75.99,80,81,3.24,ID,1609884732
506,Batagay-Alyta,67.8006,130.4114,-18.94,81,0,1.81,RU,1609884732
507,Sovetsk,55.0839,21.8785,33.96,92,100,13.09,RU,1609884732
508,Lerwick,60.1545,-1.1494,42.8,87,90,9.17,GB,1609884732
509,Menongue,-14.6585,17.691,63.97,72,15,1.79,AO,1609884732
510,Markova,48.6758,24.4138,36.54,85,98,1.68,UA,1609884732
511,Tucumã,-0.1833,-50.05,79.72,80,97,8.28,BR,1609884732
512,Olafsvik,64.8945,-23.7142,36.36,78,78,17.34,IS,1609884732
513,Zaragoza,41.6561,-0.8773,39.0,74,75,11.41,ES,1609884649
514,Yuci,37.6803,112.7319,14.0,21,0,11.18,CN,1609884732
515,Tura,25.5198,90.2201,61.72,52,100,2.06,IN,1609884732
516,Marshall,34.3834,-86.3333,50.0,67,1,8.05,US,1609884732
517,Selishche,56.8879,33.2691,29.35,98,100,5.06,RU,1609884733
518,Ribeira Brava,32.65,-17.0667,64.4,77,40,3.36,PT,1609884733
519,Asekeyevo,53.5742,52.7972,6.55,94,100,6.38,RU,1609884733
520,Assiut,27.181,31.1837,57.2,76,0,4.7,EG,1609884733
521,Nānākuli,21.3906,-158.1547,80.6,57,75,9.17,US,1609884733
522,Songea,-10.6833,35.65,69.8,83,75,5.82,TZ,1609884733
523,Oddur,4.1213,43.8894,73.58,38,95,16.98,SO,1609884733
524,Caxito,-8.5785,13.6643,78.8,78,75,11.41,AO,1609884733
525,Port Hardy,50.6996,-127.4199,41.0,93,90,32.21,CA,1609884733
526,Paray-le-Monial,46.4546,4.1158,33.8,86,90,4.7,FR,1609884734
527,Sur,22.5667,59.5289,66.29,43,0,8.3,OM,1609884734
528,Östersund,63.1792,14.6357,15.01,92,79,0.96,SE,1609884734
529,Srednekolymsk,67.45,153.6833,-24.57,86,89,11.95,RU,1609884734
530,Bereda,43.2686,-7.5406,36.0,100,63,3.0,ES,1609884734
531,Maceió,-9.6658,-35.7353,75.2,83,0,6.93,BR,1609884547
532,Hammerfest,70.6634,23.6821,37.4,93,75,16.11,NO,1609884734
533,Champerico,14.3,-91.9167,86.0,62,75,4.7,GT,1609884734
534,Yankton,42.8711,-97.3973,39.2,64,75,12.75,US,1609884734
535,Dunedin,-45.8742,170.5036,61.2,75,0,11.68,NZ,1609884734
536,Santo Antônio do Içá,-3.1022,-67.9397,79.9,89,90,3.2,BR,1609884734
537,Cockburn Town,21.4612,-71.1419,76.98,54,0,1.81,TC,1609884734
538,Koryazhma,61.3143,47.1691,7.39,95,45,4.94,RU,1609884602
539,Bareilly,28.35,79.4167,62.69,61,18,6.04,IN,1609884735
540,Sicamous,50.8331,-118.9856,33.01,80,100,1.12,CA,1609884735
541,Honiara,-9.4333,159.95,80.6,83,20,4.7,SB,1609884735
542,Manacapuru,-3.2997,-60.6206,77.0,83,75,3.36,BR,1609884735
543,Varniai,55.7406,22.3644,32.0,91,90,13.87,LT,1609884735
544,Lethem,3.3803,-59.7968,84.45,59,64,9.91,GY,1609884735
545,Dubbo,-32.25,148.6167,68.0,68,73,3.18,AU,1609884735
546,Payo,-3.7508,103.6372,73.8,93,99,2.24,ID,1609884735
547,Carauari,-4.8828,-66.8958,79.56,92,55,2.91,BR,1609884735
548,Mayaky,47.4408,29.5599,39.85,96,88,4.99,UA,1609884735
549,Lødingen,68.414,15.9951,41.0,86,100,23.04,NO,1609884736
550,Curup,-3.4667,102.5333,67.57,93,83,2.75,ID,1609884736
551,Kentau,43.5206,68.5094,14.85,82,25,1.86,KZ,1609884736
552,Tateyama,34.9833,139.8667,42.01,63,100,12.12,JP,1609884736
553,Turukhansk,65.8167,87.9833,-15.14,89,100,8.19,RU,1609884736
554,Chumikan,54.7183,135.315,-22.22,77,36,17.47,RU,1609884736
555,Kautokeino,69.0125,23.0412,16.57,96,99,13.13,NO,1609884736
556,Chicama,-7.8447,-79.1469,69.8,83,57,10.29,PE,1609884736
557,Grajaú,-5.8194,-46.1386,75.54,90,66,3.94,BR,1609884736
558,Lubbock,33.6001,-101.8338,61.0,26,75,19.46,US,1609884480
559,Mogzon,51.7435,111.9606,-27.26,81,99,9.98,RU,1609884736
560,Zverinogolovskoye,54.4586,64.8542,-3.75,90,100,6.13,RU,1609884736
561,Pandan,14.0453,124.1694,78.66,85,13,14.23,PH,1609884736
562,Nurota,40.5614,65.6886,19.4,92,90,4.7,UZ,1609884736
563,Yertarskiy,56.7902,64.2995,-4.23,90,100,5.79,RU,1609884736
564,Tiarei,-17.5333,-149.3333,84.2,66,75,3.36,PF,1609884736
565,Yershov,51.3513,48.2766,7.14,91,23,10.8,RU,1609884737
566,North Bend,43.4065,-124.2243,52.0,57,40,20.8,US,1609884737
567,Nouakchott,18.0858,-15.9785,75.2,47,0,10.29,MR,1609884463
568,Kasangulu,-4.5911,15.1708,82.4,69,75,16.11,CD,1609884737
569,Pierre,44.3683,-100.351,39.99,64,90,3.36,US,1609884737
570,Birin,26.8865,88.0718,49.73,81,100,2.62,NP,1609884737
571,Windsor,42.3001,-83.0165,35.6,86,90,6.93,CA,1609884702
572,Biltine,14.5333,20.9167,74.1,19,0,12.84,TD,1609884737
573,Sungai Penuh,-2.0833,101.3833,63.25,93,95,3.69,ID,1609884737
574,Nizhniy Tsasuchey,50.5167,115.1333,-18.13,73,52,16.75,RU,1609884737
575,Gushikawa,26.3544,127.8686,59.0,93,90,10.29,JP,1609884566
576,Meadow Lake,34.8014,-106.5436,57.99,23,1,3.36,US,1609884737
577,Shestakovo,56.4915,103.96,-16.19,85,100,5.06,RU,1609884737
